"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","MEN","POP","MENarr","POParr"
"16256","Passirac","16480","PASSIRAC                              ",54,16,"102,2738589212","228,1493775934",102,228
"16257","Péreuil","16250","PEREUIL                               ",54,16,"146,1529541335","324,784342519",146,325
"16258","Pérignac","16250","PERIGNAC                              ",54,16,"228,3550295858","549,7435897436",228,550
"16259","La Péruse","16270","LA PERUSE                             ",54,16,"223,9685658153","493,1237721022",224,493
"16260","Pillac","16390","PILLAC                                ",54,16,128,268,128,268
"16261","Les Pins","16260","LES PINS                              ",54,16,"196,4482705287","445,0154699732",196,445
"16262","Plaizac","16170","PLAIZAC                               ",54,16,"58,4105960265","136,2913907285",58,136
"16263","Plassac-Rouffiac","16250","PLASSAC ROUFFIAC                      ",54,16,156,396,156,396
"16264","Pleuville","16490","PLEUVILLE                             ",54,16,"186,5666666667","389,2166666667",187,389
"16267","Poullignac","16190","POULLIGNAC                            ",54,16,"42,35","84,7",42,85
"16268","Poursac","16700","POURSAC                               ",54,16,92,184,92,184
"16269","Pranzac","16110","PRANZAC                               ",54,16,"392,2637362637","917,978021978",392,918
"16270","Pressignac","16150","PRESSIGNAC                            ",54,16,196,392,196,392
"16271","Puymoyen","16400","PUYMOYEN                              ",54,16,"1032,7713814693","2433,2036588794",1033,2433
"16272","Puyréaux","16230","PUYREAUX                              ",54,16,"216,9921875","524,7265625",217,525
"16273","Raix","16240","RAIX                                  ",54,16,"69,5302013423","163,8926174497",70,164
"16274","Rancogne","16110","RANCOGNE                              ",54,16,"165,2680412371","399,0618556701",165,399
"16275","Ranville-Breuillaud","16140","RANVILLE BREUILLAUD                   ",54,16,88,196,88,196
"16276","Reignac","16360","REIGNAC                               ",54,16,"283,5696056823","639,0300973122",284,639
"16277","Réparsac","16200","REPARSAC                              ",54,16,248,640,248,640
"16279","Rioux-Martin","16210","RIOUX MARTIN                          ",54,16,"116,5208333333","250,6666666667",117,251
"16280","Rivières","16110","RIVIERES                              ",54,16,"706,7120720601","1651,5346805287",707,1652
"16281","La Rochefoucauld","16110","LA ROCHEFOUCAULD                      ",54,16,1508,2800,1508,2800
"16282","La Rochette","16110","LA ROCHETTE                           ",54,16,"233,1140186916","543,9327102804",233,544
"16283","Ronsenac","16320","RONSENAC                              ",54,16,"245,8909462105","579,0335184956",246,579
"16284","Rouffiac","16210","ROUFFIAC                              ",54,16,"54,6341463415","124,8780487805",55,125
"16285","Rougnac","16320","ROUGNAC                               ",54,16,"192,4353741497","422,6031746032",192,423
"16286","Rouillac","16170","ROUILLAC                              ",54,16,"811,4798712094","1769,0261192366",811,1769
"16287","Roullet-Saint-Estèphe","16440","ROULLET SAINT ESTEPHE                    ",54,16,1644,4012,1644,4012
"16289","Roussines","16310","ROUSSINES                             ",54,16,144,276,144,276
"16290","Rouzède","16220","ROUZEDE                               ",54,16,114,"224,0689655172",114,224
"16291","Ruelle-sur-Touvre","16600","RUELLE SUR TOUVRE                     ",54,16,"3472,9388571989","7235,8507742633",3473,7236
"16292","Ruffec","16700","RUFFEC                                ",54,16,"1697,1969839561","3172,6970592936",1697,3173
"16293","Saint-Adjutory","16310","SAINT ADJUTORY                           ",54,16,"195,6413043478","453,3152173913",196,453
"16294","Saint-Amant-de-Montmoreau","16190","SAINT AMANT DE MONTMOREAU                ",54,16,"305,2938668119","683,8582616586",305,684
"16295","Saint-Amant-de-Boixe","16330","SAINT AMANT DE BOIXE                     ",54,16,"561,2634937705","1334,0175793966",561,1334
"16296","Saint-Amant-de-Bonnieure","16230","SAINT AMANT DE BONNIEURE                 ",54,16,"149,6862745098","357,6918767507",150,358
"16297","Graves-Saint-Amant","16120","GRAVES SAINT AMANT                       ",54,16,"152,9509134174","330,0519710585",153,330
"16298","Saint-Amant-de-Nouère","16170","SAINT AMANT DE NOUERE                    ",54,16,"180,1904761905","417,7142857143",180,418
"16300","Saint-Angeau","16230","SAINT ANGEAU                             ",54,16,300,708,300,708
"16301","Saint-Aulais-la-Chapelle","16300","SAINT AULAIS LA CHAPELLE                 ",54,16,"103,2127659574",231,103,231
"16302","Saint-Avit","16210","SAINT AVIT                               ",54,16,"80,4611314654","189,3203093302",80,189
"16303","Saint-Bonnet","16300","SAINT BONNET                             ",54,16,"147,9139784946","354,2150537634",148,354
"16304","Saint-Brice","16100","SAINT BRICE                              ",54,16,"432,4974924774","967,221664995",432,967
"16306","Saint-Christophe","16420","SAINT CHRISTOPHE                         ",54,16,"161,8478873239","331,4028169014",162,331
"16307","Saint-Ciers-sur-Bonnieure","16230","SAINT CIERS SUR BONNIEURE                ",54,16,"126,0529801325","304,9668874172",126,305
"16308","Saint-Claud","16450","SAINT CLAUD                              ",54,16,"509,9402379836","1057,4990181135",510,1057
"16309","Sainte-Colombe","16230","STE COLOMBE                           ",54,16,"85,4482758621","187,1724137931",85,187
"16310","Saint-Coutant","16350","SAINT COUTANT                            ",54,16,"103,5294117647","230,9502262443",104,231
"16312","Saint-Cybardeaux","16170","SAINT CYBARDEAUX                         ",54,16,"350,7215496368","828,9782082324",351,829
"16314","Saint-Eutrope","16190","SAINT EUTROPE                            ",54,16,"81,3636363636",179,81,179
"16315","Saint-Félix","16480","SAINT FELIX                              ",54,16,"55,5333333333","111,0666666667",56,111
"16316","Saint-Fort-sur-le-Né","16130","SAINT FORT SUR LE NE                     ",54,16,"172,2751322751","409,1534391534",172,409
"16317","Saint-Fraigne","16140","SAINT FRAIGNE                            ",54,16,"192,0001474325","432,0003317231",192,432
"16318","Saint-Front","16460","SAINT FRONT                              ",54,16,"127,8192898484","313,3634202734",128,313
"16320","Saint-Genis-d'Hiersac","16570","SAINT GENIS D HIERSAC                    ",54,16,"379,9166666667","901,8125",380,902
"16321","Saint-Georges","16700","SAINT GEORGES                            ",54,16,"27,9642857143","71,3571428571",28,71
"16322","Saint-Germain-de-Confolens","16500","SAINT GERMAIN DE CONFOLENS               ",54,16,"47,1951219512","94,3902439024",47,94
"16323","Saint-Germain-de-Montbron","16380","SAINT GERMAIN DE MONTBRON                ",54,16,228,500,228,500
"16325","Saint-Gourson","16700","SAINT GOURSON                            ",54,16,"73,014084507","150,0845070423",73,150
"16326","Saint-Groux","16230","SAINT GROUX                              ",54,16,"63,1818181818","142,1590909091",63,142
"16328","Saint-Laurent-de-Belzagot","16190","SAINT LAURENT DE BELZAGOT                ",54,16,128,284,128,284
"16329","Saint-Laurent-de-Céris","16450","SAINT LAURENT DE CERIS                   ",54,16,"371,0558375635","805,9492385787",371,806
"16330","Saint-Laurent-de-Cognac","16100","SAINT LAURENT DE COGNAC                  ",54,16,"365,6621004566","871,9634703196",366,872
"16331","Saint-Laurent-des-Combes","16480","SAINT LAURENT DES COMBES                 ",54,16,44,88,44,88
"16332","Saint-Léger","16250","SAINT LEGER                              ",54,16,"59,0322580645","125,935483871",59,126
"16334","Saint-Martial","16190","SAINT MARTIAL                            ",54,16,"67,4073896828","150,3703308308",67,150
"16335","Saint-Martin-du-Clocher","16700","SAINT MARTIN DU CLOCHER                  ",54,16,"68,5271317829","141,0852713178",69,141
"16336","Saint-Mary","16260","SAINT MARY                               ",54,16,152,352,152,352
"16337","Saint-Maurice-des-Lions","16500","SAINT MAURICE DES LIONS                  ",54,16,"411,003273975","959,0076392749",411,959
"16338","Saint-Médard","16300","SAINT MEDARD DE BARBEZIEUX               ",54,16,"121,8585858586","323,5555555556",122,324
"16339","Auge-Saint-Médard","16170","AUGE SAINT MEDARD                        ",54,16,"142,099009901","314,7887788779",142,315
"16340","Saint-Même-les-Carrières","16720","SAINT MEME LES CARRIERES                 ",54,16,"473,8665447898","1078,802559415",474,1079
"16341","Saint-Michel","16470","SAINT MICHEL                             ",54,16,"1593,3714578354","3041,4711505633",1593,3041
"16342","Saint-Palais-du-Né","16300","SAINT PALAIS DU NE                       ",54,16,"118,0567375887","272,7517730496",118,273
"16343","Saint-Preuil","16130","SAINT PREUIL                             ",54,16,120,272,120,272
"16344","Saint-Projet-Saint-Constant","16110","SAINT PROJET SAINT CONSTANT                 ",54,16,"495,4440120818","1122,5227303026",495,1123
"16345","Saint-Quentin-sur-Charente","16150","SAINT QUENTIN SUR CHARENTE               ",54,16,"93,2307692308",202,93,202
"16346","Saint-Quentin-de-Chalais","16210","SAINT QUENTIN DE CHALAIS                 ",54,16,"118,156133829","272,9814126394",118,273
"16347","Saint-Romain","16210","SAINT ROMAIN                             ",54,16,"230,3219427364","536,0941770588",230,536
"16348","Saint-Saturnin","16290","SAINT SATURNIN                           ",54,16,"521,6168258909","1294,0875451493",522,1294
"16349","Sainte-Sévère","16200","STE SEVERE                            ",54,16,"233,4246697067","549,9326964276",233,550
"16350","Saint-Séverin","16390","SAINT SEVERIN                            ",54,16,"396,3704697987","767,9677852349",396,768
"16351","Saint-Simeux","16120","SAINT SIMEUX                             ",54,16,"227,5334448161","571,254180602",228,571
"16352","Saint-Simon","16120","SAINT SIMON                              ",54,16,"101,9607843137","212,0784313725",102,212
"16353","Saint-Sornin","16220","SAINT SORNIN                             ",54,16,"360,1395348837","878,0930232558",360,878
"16354","Sainte-Souline","16480","STE SOULINE                           ",54,16,52,112,52,112
"16355","Saint-Sulpice-de-Cognac","16370","SAINT SULPICE DE COGNAC                  ",54,16,"509,2056962025","1254,9715189873",509,1255
"16356","Saint-Sulpice-de-Ruffec","16460","SAINT SULPICE DE RUFFEC                  ",54,16,20,32,20,32
"16357","Saint-Vallier","16480","SAINT VALLIER                            ",54,16,76,144,76,144
"16358","Saint-Yrieix-sur-Charente","16710","SAINT YRIEIX SUR CHARENTE                ",54,16,"3104,9737008988","6935,4578285453",3105,6935
"16359","Salles-d'Angles","16130","SALLES D ANGLES                       ",54,16,"441,427021539","1035,3470141551",441,1035
"16360","Salles-de-Barbezieux","16300","SALLES DE BARBEZIEUX                  ",54,16,"182,7676834657","429,7510395003",183,430
"16361","Salles-de-Villefagnan","16700","SALLES DE VILLEFAGNAN                 ",54,16,152,356,152,356
"16362","Salles-Lavalette","16190","SALLES LAVALETTE                      ",54,16,"153,3333333333","357,7777777778",153,358
"16363","Saulgond","16420","SAULGOND                              ",54,16,"216,8554455446","493,9485148515",217,494
"16364","Sauvagnac","16310","SAUVAGNAC                             ",54,16,"34,2857142857","91,4285714286",34,91
"16365","Sauvignac","16480","SAUVIGNAC                             ",54,16,"48,5052631579","117,2210526316",49,117
"16366","Segonzac","16130","SEGONZAC                              ",54,16,"912,9423267798","2028,8729363945",913,2029
"16368","Sers","16410","SERS                                  ",54,16,"336,6507747318","807,9618593564",337,808
